Inload ,6487,1000064705,16,0,0,0
Inload ,3621,1000022417,12,0,0,0
Overload 1 ,3626,1000022417,12,12,0,1
Overload 2 ,3633,1000022417,12,12,0,1
Overload 3 ,8577,1000022417,12,12,0,1
Overload 1 ,5669,1000053635,12,12,0,1
Overload 2 ,5670,1000053635,12,12,0,1
Overload 3 ,5672,1000053635,12,12,0,1
Overload 1 ,6419,1000073281,16,16,0,1
Overload 1 ,4905,1000020476,12,12,0,1
Overload 1 ,3382,1000030753,12,12,0,1
Overload 2 ,3392,1000030753,12,12,0,1
Overload 3 ,10610,1000030753,12,12,0,1
Overload 1 ,3627,1000057864,12,12,0,1
Overload 1 ,7113,1000000956,12,12,0,1
Overload 2 ,7114,1000000956,12,12,0,1
Overload 1 ,4591,1000033233,12,12,0,1
Overload 2 ,4592,1000033233,12,12,0,1
Overload 1 ,6063,1000004946,12,12,0,1
Overload 2 ,6064,1000004946,12,12,0,1
Overload 1 ,8815,1000071878,12,12,0,1
Overload 3 ,10601,1000031739,12,12,0,1
Overload 2 ,8792,1000031739,12,12,0,1
Overload 1 ,8788,1000031739,12,12,0,1
Overload 1 ,7119,1000073000,12,12,0,1
Overload 2 ,7126,1000073000,12,12,0,1
Overload 3 ,7134,1000073000,12,12,0,1
Overload 1 ,6702,1000071029,12,12,0,1
Overload 3 ,6862,1000071029,12,12,0,1
Overload 1 ,4823,1000005814,12,12,0,1
Overload 2 ,4824,1000005814,12,12,0,1
Overload 3 ,4935,1000005814,12,12,0,1
Overload 3 ,6730,1000023396,12,12,0,1
Overload 1 ,2484,1000070268,15,15,0,1
Overload 1 ,2462,1000030883,15,15,0,1
Overload 2 ,10790,1000030883,15,15,0,1
Overload 1 ,5015,1000032671,12,12,0,1
Overload 2 ,3393,1000060832,12,12,0,1
Overload 1 ,3426,1000060832,12,12,0,1
Overload 1 ,5016,1000038667,12,12,0,1
Overload 1 ,10667,1000071757,12,12,0,1
Overload 3 ,8248,1000071757,12,12,0,1
Overload 2 ,3394,1000071757,12,12,0,1
Overload 1 ,7504,1000029607,12,12,0,1
Overload 1 ,5653,1000023209,12,12,0,1
Overload 1 ,6888,1000004750,12,12,0,1
Overload 2 ,6892,1000004750,12,12,0,1
Overload 1 ,8469,1000033320,12,12,0,1
Overload 1 ,1623,1000020709,12,12,0,1
Overload 2 ,1624,1000020709,12,12,0,1
Overload 4 ,9552,1000017515,15,15,0,1
Overload 3 ,9550,1000017515,15,15,0,1
Overload 1 ,6443,1000052687,16,16,0,1
Overload 2 ,8249,1000052687,12,12,0,1
Overload 3 ,10623,1000026256,12,12,0,1
Overload 1 ,1993,1000026256,12,12,0,1
Overload 2 ,1994,1000026256,12,12,0,1
Overload 1 ,10698,1000005998,12,12,0,1
Overload 1 ,6889,1000001279,12,12,0,1
Overload 2 ,3042,1000072268,12,12,0,1
Overload 1 ,3045,1000072268,12,12,0,1
Overload 1 ,6288,1000036878,12,12,0,1
Overload 2 ,8401,1000043678,15,15,0,1
Overload 3 ,4753,1000068833,12,12,0,1
Overload 2 ,10778,1000057873,12,12,0,1
Overload 1 ,2913,1000057873,12,12,0,1
Overload 3 ,10376,1000056397,12,12,0,1
Overload 2 ,6708,1000056397,12,12,0,1
Overload 1 ,8578,1000069507,12,12,0,1
Overload 1 ,3619,1000028617,12,12,0,1
Overload 2 ,3620,1000028617,12,12,0,1
Overload 2 ,3396,1000004345,12,12,0,1
Overload 1 ,4832,1000048834,12,12,0,1
Overload 2 ,7513,1000059792,12,12,0,1
Overload 3 ,8479,1000059792,12,12,0,1
Overload 1 ,4598,1000059792,12,12,0,1
Overload 1 ,4916,1000074875,12,12,0,1
Overload 2 ,1709,1000059369,6,6,0,1
Overload 3 ,1710,1000059369,6,6,0,1
Overload 1 ,1735,1000059369,12,12,0,1
Overload 2 ,7514,1000057577,12,12,0,1
Overload 3 ,8480,1000057577,12,12,0,1
Overload 1 ,4599,1000057577,12,12,0,1
Overload 1 ,8470,1000063058,12,12,0,1
Overload 3 ,10727,1000053880,12,12,0,1
Overload 1 ,6704,1000053880,12,12,0,1
Overload 2 ,6709,1000053880,12,12,0,1
Overload 3 ,10728,1000052151,12,12,0,1
Overload 1 ,3629,1000019813,12,12,0,1
Overload 2 ,3635,1000019813,12,12,0,1
Overload 1 ,2486,1000055074,15,15,0,1
Overload 2 ,10567,1000055074,15,15,0,1
Overload 1 ,6391,1000065120,16,16,0,1
Overload 2 ,3397,1000065120,12,12,0,1
Overload 1 ,1736,1000056217,12,12,0,1
Overload 2 ,7483,1000056217,12,12,0,1
Overload 2 ,8408,1000067882,12,12,0,1
Overload 3 ,8800,1000067882,12,12,0,1
Overload 1 ,7540,1000055234,16,16,0,1
Overload 2 ,2043,1000047415,12,12,0,1
Overload 3 ,7509,1000047415,12,12,0,1
Overload 1 ,8808,1000018295,12,12,0,1
Overload 1 ,6117,1000034477,12,12,0,1
Overload 2 ,6119,1000034477,12,12,0,1
Overload 1 ,10591,1000014745,12,12,0,1
Overload 1 ,4683,1000017285,12,12,0,1
Overload 1 ,4096,1000016445,12,12,0,1
Overload 2 ,4106,1000016445,6,6,0,1
Overload 2 ,8740,1000034441,12,12,0,1
Overload 1 ,6342,1000034441,12,12,0,1
Overload 1 ,8475,1000019133,12,12,0,1
Overload 1 ,4835,1000049975,12,12,0,1
Overload 1 ,8783,1000073139,15,15,0,1
Overload 2 ,7248,1000051949,4,4,0,1
Overload 1 ,7245,1000051949,4,4,0,1
Overload 4 ,8412,1000051949,4,4,0,1
Overload 3 ,8822,1000051949,4,4,0,1
Overload 1 ,4601,1000048395,12,12,0,1
Overload 1 ,7122,1000006404,12,12,0,1
Overload 2 ,7130,1000006404,12,12,0,1
Overload 1 ,10725,1000071308,12,12,0,1
Overload 2 ,7876,1000053498,12,12,0,1
Overload 1 ,2885,1000053498,12,12,0,1
Overload 1 ,8494,1000033708,16,16,0,1
Overload 1 ,4716,1000037387,12,12,0,1
Overload 1 ,4938,1000062342,12,12,0,1
Overload 1 ,6560,1000073497,12,12,0,1
Overload 2 ,10589,1000073497,12,12,0,1
Overload 1 ,10703,1000047206,12,12,0,1
Overload 1 ,4356,1000019322,16,16,0,1
Overload 4 ,10663,1000074560,12,12,0,1
Overload 1 ,6852,1000074560,12,12,0,1
Overload 3 ,10531,1000074560,12,12,0,1
Overload 1 ,2032,1000005142,12,12,0,1
Overload 2 ,10680,1000005142,12,12,0,1
Overload 1 ,10553,1000047354,15,15,0,1
Overload 2 ,10562,1000047354,15,15,0,1
Overload 1 ,8790,1000038150,12,12,0,1
Overload 1 ,10555,1000074055,15,15,0,1
Overload 2 ,10565,1000074055,15,15,0,1
Overload 1 ,8567,1000016222,12,12,0,1
Overload 3 ,8244,1000020705,20,20,0,1
Overload 1 ,2854,1000010208,12,12,0,1
Overload 2 ,10550,1000010208,12,12,0,1
Overload 1 ,5270,1000029441,12,12,0,1
Overload 1 ,8818,1000053885,12,12,0,1
Overload 1 ,6344,1000001863,12,12,0,1
Overload 2 ,6345,1000001863,12,12,0,1
Overload 3 ,6353,1000001863,12,12,0,1
Overload 1 ,5271,1002206236,12,12,0,1
Overload 2 ,10588,1000034825,12,12,0,1
Overload 1 ,6561,1000034825,12,12,0,1
Overload 3 ,10665,1000034825,12,12,0,1
Overload 1 ,10534,1002206246,12,12,0,1
Overload 2 ,2882,1002217759,12,12,0,1
Overload 1 ,10573,1002217759,12,12,0,1
Overload 1 ,6562,1000338838,12,12,0,1
Overload 1 ,6563,1001992781,12,12,0,1
Overload 1 ,10557,1000063034,15,15,0,1
Overload 2 ,10817,1000063034,15,15,0,1
Overload 3 ,2572,1000063034,15,15,0,1
Overload 1 ,10613,1000050105,12,12,0,1
Overload 3 ,10607,2000000161,12,12,0,1
Overload 1 ,3388,2000000161,12,12,0,1
Overload 2 ,10609,2000000161,12,12,0,1
Overload 1 ,3389,1000054297,12,12,0,1
Overload 1 ,3390,1000051797,12,12,0,1
Overload 1 ,7124,1000048019,12,12,0,1
Overload 2 ,7132,1000048019,12,12,0,1
Overload 2 ,8830,1000020002,12,12,0,1
Overload 1 ,6891,1000020002,12,12,0,1
Overload 1 ,3630,1000010191,12,12,0,1
Overload 2 ,3637,1000010191,12,12,0,1
Overload 1 ,1737,1000023895,12,12,0,1
Overload 1 ,3631,1000075094,12,12,0,1
Overload 2 ,3638,1000075094,12,12,0,1
Overload 1 ,3632,2000000153,12,12,0,1
Overload 1 ,4513,1000659752,12,12,0,1
Overload 1 ,3387,1000037369,12,9,3,1
Overload 2 ,1768,1000038169,12,8.25,3.75,1
Overload 1 ,7244,1000041965,4,0,4,1
Overload 2 ,7247,1000041965,4,0,4,1
Overload 3 ,8410,1000041965,4,0,4,1
