Inload,2248,FT,jcoto,18,18,0,0
Overload1,8072,FT,jcoto,18,0,0,0
Overload1,6194,FT,jdiaz14,4,0,0,0
Overload4,7790,FT,jdiaz14,4,0,0,0
Overload2,7791,FT,jdiaz14,4,0,0,0
Overload3,10067,FT,jdiaz14,4,0,0,0
Overload1,3848,FT,jdonis,12,0,12,0
Overload2,6255,FT,jdonis,12,0,12,0
Overload1,6892,FT,jdowding,12,0,12,0
Inload,1691,FT,jdowding,12,12,0,0
Inload,3153,FT,jduenas1,12,12,0,0
Overload1,3165,FT,jduenas1,12,0,12,0
Overload1,6895,FT,jgarci49,12,0,0,0
Overload2,1481,FT,jgarci49,6,0,0,0
Inload,1017,FT,jhortens,12,12,0,0
Overload1,9808,FT,jhortens,12,0,12,0
Overload4,1107,FT,jhortens,12,0,12,0
Overload1,5737,FT,jledesma,12,0,12,0
Overload2,6982,FT,jledesma,12,0,12,0
Inload,5742,FT,jledesma,12,12,0,0
Inload,5035,FT,jloftus,12,12,0,0
Overload1,5034,FT,jloftus,12,0,12,0
Inload,2642,FT,jlopezca,12,12,0,0
Overload1,6920,FT,jlopezca,12,0,0,0
Overload4,1763,FT,jlopezca,12,0,0,0
Overload2,1072,FT,jmairen1,6,0,6,0
Overload3,1073,FT,jmairen1,6,0,6,0
Overload1,6887,FT,jmairen1,6,0,6,0
Inload,1037,FT,jmairen1,12,12,0,0
Inload,2242,FT,jmalone1,18,18,0,0
Overload1,8068,FT,jmalone1,18,0,0,0
Inload,2239,FT,jmarti20,18,18,0,0
Overload1,4224,FT,jmirand2,12,0,12,0
Inload,6942,FT,jmirand2,20,20,0,0
Inload,1570,FT,jmorata,12,12,0,0
Inload,1524,FT,jobeso,12,12,0,0
Overload1,1525,FT,jobeso,12,0,12,0
Inload,2240,FT,jpoe,18,18,0,0
Overload2,8101,FT,jponton,12,0,0,0
Inload,2644,FT,jponton,12,12,0,0
Overload1,8102,FT,jponton,12,0,0,0
Overload3,2705,FT,jponton,12,0,0,0
Overload1,9991,FT,jprietov,12,0,0,12
Inload,5581,FT,jsalvat1,12,12,0,0
Inload,9997,FT,jserpa,20,20,0,0
Overload1,4086,FT,jserpa,12,0,0,0
Inload,2510,FT,jspann,12,12,0,0
Overload1,2511,FT,jspann,12,0,0,0
Overload2,6915,FT,jspann,12,0,0,0
Overload2,6700,FT,jvazque1,12,0,0,0
Overload3,9827,FT,jvazque1,12,0,0,0
Overload1,9976,FT,jvazque1,12,0,0,0
Inload,1706,FT,kalvare2,12,12,0,0
Overload1,9833,FT,kalvare2,12,0,0,12
Overload1,3483,FT,kbiache,12,0,12,0
Overload2,3514,FT,kbiache,6,0,6,0
Inload,6943,FT,kboet,12,12,0,0
Overload1,10028,FT,kboet,12,0,0,0
Inload,5117,FT,kborgwal,12,12,0,0
Overload1,5120,FT,kborgwal,12,0,12,0
Overload4,7002,FT,kcarter1,12,0,6,6
Overload3,5338,FT,kcarter1,16,0,16,0
Overload2,9855,FT,kcoffman,12,0,12,0
Overload1,8082,FT,kcoffman,12,0,12,0
Inload,3148,FT,kkennedy,12,12,0,0
Overload1,3159,FT,kkennedy,12,0,12,0
Overload2,8137,FT,kkennedy,12,0,12,0
Overload1,6976,FT,klang,12,0,0,0
Inload,1705,FT,kmerchan,12,12,0,0
Overload1,9832,FT,kmerchan,12,0,0,0
Inload,9935,FT,knoonan,12,12,0,0
Inload,4131,FT,kpaizs,12,12,0,0
Overload1,10093,FT,kpaizs,12,0,0,0
Inload,5459,FT,kribot,12,12,0,0
Overload1,9895,FT,kribot,12,0,12,0
Overload2,9898,FT,kribot,12,0,0,12
Inload,5912,FT,krosen,12,12,0,0
Overload1,5916,FT,krosen,12,0,0,0
Overload2,5922,FT,krosen,12,0,0,0
Inload,3155,FT,ksmith5,12,12,0,0
Overload1,3169,FT,ksmith5,12,0,12,0
Inload,4079,FT,lalvare2,12,12,0,0
Overload1,6979,FT,lalvare2,12,0,0,0
Inload,10114,FT,lbeltran,20,20,0,0
Overload2,10115,FT,lbeltran,20,0,20,0
Inload,3156,FT,lcahill1,12,12,0,0
Overload1,3223,FT,lcahill1,12,0,12,0
Inload,5390,FT,lchernof,16,16,0,0
Overload1,10021,FT,lchernof,16,0,0,16
Inload,4130,FT,lferrer2,12,12,0,0
Overload1,6615,FT,lferrer2,12,0,12,0
Inload,1529,FT,lfrolich,12,12,0,0
Overload1,6891,FT,lfrolich,12,0,12,0
Overload2,1435,FT,lfrolich,6,0,6,0
Overload3,1437,FT,lfrolich,6,0,6,0
Overload1,4223,FT,lgonzal2,12,0,0,0
Inload,10116,FT,lgonzal2,20,20,0,0
Overload2,10032,FT,lgonzal2,12,0,0,0
Overload1,1645,FT,llabiste,12,0,0,0
Overload2,1480,FT,llabiste,6,0,0,0
Overload3,1482,FT,llabiste,6,0,0,0
Overload4,1483,FT,llabiste,6,0,0,0
Inload,6907,FT,lmeyerjr,18,18,0,0
Overload1,9863,FT,lmeyerjr,18,0,0,0
Overload2,2154,FT,lmeyerjr,18,0,0,0
Inload,4334,FT,lrodri25,12,12,0,0
Overload1,8178,FT,lrodri25,12,0,12,0
Inload,4221,FT,lsaumel2,12,12,0,0
Overload1,4024,FT,lsaumel2,12,0,0,0
Inload,3220,FT,lspence1,12,12,0,0
Overload1,9930,FT,lspence1,12,0,0,0
Overload2,6926,FT,lspence1,12,0,0,0
Overload1,5917,FT,madams,12,0,0,0
Overload2,5923,FT,madams,12,0,0,0
Overload1,4129,FT,malvare1,12,0,12,0
Inload,4077,FT,malvare1,12,12,0,0
Overload2,4078,FT,malvare1,12,0,12,0
Inload,4080,FT,mbritovi,12,12,0,0
Overload1,6981,FT,mbritovi,12,0,0,0
Inload,5582,FT,mbrown10,12,12,0,0
Overload1,5585,FT,mbrown10,12,0,12,0
Overload2,5614,FT,mbrown10,12,0,12,0
Overload3,6964,FT,mbrown10,12,0,12,0
Overload1,8074,FT,mbuehler,12,0,12,0
Overload2,9977,FT,mbuehler,12,0,12,0
Inload,10049,FT,mbuehler,12,12,0,0
Overload1,8169,FT,mcarames,12,0,0,0
Inload,10119,FT,mcarames,20,20,0,0
Overload3,9983,FT,mcasado,4,0,0,0
Overload1,6201,FT,mcasado,16,0,0,0
Overload2,10088,FT,mcasado,16,0,0,0
Overload1,1060,FT,mcavalar,12,0,0,0
Overload2,1071,FT,mcavalar,6,0,0,0
Inload,1036,FT,mcavalar,12,12,0,0
Inload,1611,FT,mcendon,12,12,0,0
Overload1,1614,FT,mcendon,12,0,12,0
Inload,3310,FT,mchiappo,12,12,0,0
Overload1,3312,FT,mchiappo,12,0,0,0
Overload2,10040,FT,mchiappo,12,0,0,0
Inload,5515,FT,mdavisbr,12,12,0,0
Overload1,5520,FT,mdavisbr,12,0,0,0
Overload2,9912,FT,mdavisbr,12,0,0,0
Inload,3888,FT,mdouyon,12,12,0,0
Overload1,2962,FT,mgarcia7,12,0,0,0
Overload2,6925,FT,mgarcia7,12,0,0,0
Inload,9929,FT,mgarcia7,12,12,0,0
Inload,9978,FT,mgonza35,12,12,0,0
Overload1,5314,FT,mgonza35,12,0,0,0
Overload2,5315,FT,mgonza35,12,0,0,0
Inload,10134,FT,mgrossm1,12,12,0,0
Overload1,4418,FT,mgrossm1,12,0,0,0
Inload,1690,FT,mguerrer,12,12,0,0
Overload1,10026,FT,mguerrer,12,0,0,0
Inload,5514,FT,minsuaau,12,12,0,0
Overload1,5519,FT,minsuaau,12,0,12,0
Overload2,8100,FT,minsuaau,12,0,0,12
Overload1,5118,FT,mlammey,12,0,0,0
Overload2,5121,FT,mlammey,12,0,0,0
Overload1,10012,FT,mloubeau,12,0,0,0
Inload,1875,FT,mloubeau,12,12,0,0
Overload2,1876,FT,mloubeau,12,0,0,0
Overload1,1707,FT,mmadison,12,0,0,0
Overload2,6893,FT,mmadison,12,0,0,0
Inload,8177,FT,mmadison,12,12,0,0
Overload1,3851,FT,mmagell1,12,0,12,0
Inload,5260,FT,mmcgaule,12,12,0,0
Overload1,5261,FT,mmcgaule,12,0,0,12
Overload4,3957,FT,mmedina3,12,0,12,0
Inload,3947,FT,mmedina3,12,12,0,0
Overload3,6251,FT,mmedina3,12,0,12,0
Inload,6199,FT,mmeier,16,16,0,0
Overload1,6200,FT,mmeier,16,0,0,0
Inload,5458,FT,mmolina5,12,12,0,0
Overload1,8099,FT,mmolina5,12,0,12,0
Overload2,1833,FT,mmontane,12,0,0,12
Inload,4219,FT,mmontane,12,12,0,0
Overload1,4132,FT,mmontane,12,0,12,0
Inload,4218,FT,mmontesd,12,12,0,0
Overload1,9994,FT,mmontesd,12,0,0,0
Inload,1526,FT,mmorale1,12,12,0,0
Overload3,2737,FT,mmorale1,12,0,0,0
Overload4,2770,FT,mmorale1,12,0,0,0
Overload2,1688,FT,mnair,12,0,12,0
Inload,1689,FT,mnair,12,12,0,0
Overload1,10025,FT,mnair,12,0,12,0
Overload1,5993,FT,mpacios,4,0,0,0
Overload2,5994,FT,mpacios,4,0,0,0
Overload3,5998,FT,mpacios,4,0,0,0
Overload4,6259,FT,mpacios,4,0,0,0
Inload,6013,FT,mpacios,12,12,0,0
Inload,6249,FT,mpino1,12,12,0,0
Overload2,7003,FT,mriley,12,0,0,0
Overload1,8167,FT,mriley,12,0,0,0
Inload,10072,FT,mriley,12,12,0,0
Inload,5453,FT,mroqueta,12,12,0,0
Overload2,5512,FT,mroqueta,12,0,0,12
Overload3,5678,FT,mroqueta,12,0,12,0
Inload,3846,FT,mtheveno,12,12,0,0
Overload1,5342,FT,mvarela,16,0,12,4
Overload2,9932,FT,mvarela,12,0,12,0
Inload,2956,FT,mvillar,12,12,0,0
Overload1,2961,FT,mvillar,12,0,12,0
Overload2,6924,FT,mvillar,12,0,12,0
Inload,8083,FT,nalleyne,12,12,0,0
Overload1,9891,FT,nalleyne,12,0,0,0
Overload2,2540,FT,nalleyne,12,0,0,0
Inload,5513,FT,nbarry,12,12,0,0
Overload1,5518,FT,nbarry,12,0,0,0
Overload2,6918,FT,nbarry,12,0,0,0
Inload,2232,FT,nbibby,18,18,0,0
Overload1,8124,FT,nbibby,18,0,18,0
Overload2,2402,FT,nbibby,18,0,0,18
Inload,4215,FT,ndelaro1,12,12,0,0
Overload1,8168,FT,ndelaro1,12,0,0,0
Overload2,4039,FT,ndelaro1,12,0,0,0
Inload,2246,FT,ndelessy,18,18,0,0
Inload,5579,FT,nfateyev,12,12,0,0
Overload1,5583,FT,nfateyev,12,0,0,12
Overload2,1003,FT,ngomez,6,0,0,0
Overload3,1004,FT,ngomez,6,0,0,0
Overload4,1056,FT,ngomez,6,0,0,0
Inload,1068,FT,ngomez,12,12,0,0
Overload1,9809,FT,ngomez,12,0,0,0
Overload3,5364,FT,nliu,16,0,0,0
Inload,4304,FT,nliu,12,12,0,0
Inload,2398,FT,npenaper,18,18,0,0
Inload,1642,FT,nromer,12,12,0,0
Overload1,1643,FT,nromer,12,0,0,0
Overload2,1478,FT,nromer,6,0,0,0
Overload3,1479,FT,nromer,6,0,0,0
Inload,1771,FT,nsmith2,12,12,0,0
Overload1,1772,FT,nsmith2,12,0,0,12
Overload2,6177,FT,nsmith2,12,0,0,12
Inload,4701,FT,ofaoye,12,12,0,0
Overload1,4702,FT,ofaoye,12,0,0,0
Overload2,4703,FT,ofaoye,12,0,0,0
Inload,9985,FT,ofiguera,12,12,0,0
Overload1,9986,FT,ofiguera,12,0,0,0
Inload,2747,FT,opaneque,12,12,0,0
Inload,2958,FT,panders2,12,12,0,0
Overload1,3222,FT,panders2,12,0,12,0
Overload2,9926,FT,panders2,12,0,12,0
Overload2,1383,FT,pdulcio,12,0,0,0
Inload,1384,FT,pdulcio,12,12,0,0
Overload1,8156,FT,pdulcio,12,0,0,0
Overload2,5690,FT,pharris,12,0,12,0
Inload,3709,FT,pisaac,17,17,0,0
Overload1,6670,FT,pisaac,17,0,0,0
Inload,3758,FT,pwillia6,12,12,0,0
Overload1,3757,FT,pwillia6,12,0,0,0
Overload1,10000,FT,rahsan,12,0,12,0
Overload3,10001,FT,rahsan,12,0,12,0
Overload2,6944,FT,rahsan,12,0,12,0
Inload,8171,FT,rahsan,12,12,0,0
Inload,1829,FT,rbarrow,12,12,0,0
Overload1,1781,FT,rbarrow,12,0,12,0
Overload2,6268,FT,rbarrow,12,0,12,0
Inload,4217,FT,rcabezas,12,12,0,0
Overload1,9993,FT,rcabezas,12,0,0,0
Inload,2245,FT,rcruz2,18,18,0,0
Overload1,2229,FT,rdearazo,18,0,0,0
Inload,2230,FT,rdearazo,18,18,0,0
Inload,2234,FT,rdearazo,18,18,0,0
Overload2,8180,FT,rfleisch,12,0,12,0
Overload3,10033,FT,rfleisch,12,0,12,0
Inload,3902,FT,rfleisch,12,12,0,0
Overload1,3904,FT,rfleisch,12,0,12,0
Inload,6919,FT,rforan,12,12,0,0
Overload2,2640,FT,rforan,12,0,0,0
Overload1,2641,FT,rforan,12,0,0,0
Inload,4730,FT,rorta1,12,12,0,0
Overload1,4731,FT,rorta1,12,0,0,0
Inload,4699,FT,rpolanco,12,12,0,0
Overload1,4700,FT,rpolanco,12,0,12,0
Inload,3845,FT,rremek,12,12,0,0
Overload1,3850,FT,rremek,12,0,0,0
Overload2,6936,FT,rremek,12,0,0,0
Inload,3308,FT,rrevuelt,12,12,0,0
Overload1,3311,FT,rrevuelt,12,0,0,0
Overload2,6958,FT,rrevuelt,12,0,0,0
Overload3,10038,FT,rrevuelt,12,0,0,0
Inload,4214,FT,rsmith5,12,12,0,0
Overload1,4225,FT,rsmith5,12,0,12,0
Inload,5732,FT,rstubbs,12,12,0,0
Overload1,5735,FT,rstubbs,12,0,12,0
Overload2,5747,FT,rstubbs,12,0,12,0
Inload,4307,FT,rwillia8,12,12,0,0
Overload1,6953,FT,rwillia8,12,0,12,0
Overload2,9860,FT,scarlo1,12,0,12,0
Overload1,9894,FT,scarlo1,12,0,12,0
Inload,2554,FT,scarlo1,12,12,0,0
Inload,2237,FT,scobo,18,18,0,0
Overload1,9874,FT,scobo,18,0,12,6
Inload,9919,FT,scruz6,12,12,0,0
Overload1,6196,FT,scruz6,4,0,0,0
Overload2,6197,FT,scruz6,4,0,0,0
Overload3,6198,FT,scruz6,4,0,0,0
Overload4,7792,FT,scruz6,4,0,0,0
Inload,3886,FT,sepstein,12,12,0,0
Overload1,3887,FT,sepstein,12,0,0,0
Overload1,3840,FT,sgarman,12,0,12,0
Overload2,3841,FT,sgarman,12,0,12,0
Inload,3842,FT,sgarman,12,12,0,0
Inload,3844,FT,sgonzal5,12,12,0,0
Overload1,3849,FT,sgonzal5,12,0,12,0
Overload2,6256,FT,sgonzal5,12,0,12,0
Inload,5454,FT,shartman,12,12,0,0
Overload1,5608,FT,shartman,12,0,0,12
Overload2,9897,FT,shartman,12,0,0,12
Inload,5116,FT,sjamil,12,12,0,0
Overload1,5119,FT,sjamil,12,0,0,0
Overload2,5122,FT,sjamil,12,0,0,0
Inload,6971,FT,sjohnso2,12,12,0,0
Inload,5516,FT,skenned1,12,12,0,0
Overload1,5610,FT,skenned1,12,0,0,0
Overload2,9913,FT,skenned1,12,0,0,0
Overload1,3163,FT,skronen,12,0,0,0
Overload2,5586,FT,smignone,12,0,12,0
Inload,9724,FT,smignone,12,12,0,0
Overload1,9725,FT,smignone,12,0,12,0
Inload,6191,FT,splotkin,12,12,0,0
Overload1,2564,FT,splotkin,12,0,0,0
Overload2,2505,FT,splotkin,12,0,0,0
Inload,4303,FT,srickhi,12,12,0,0
Overload1,6952,FT,srickhi,12,0,12,0
Inload,8136,FT,ssouchak,12,12,0,0
Overload1,4671,FT,ssummons,12,0,0,0
Overload2,4675,FT,ssummons,12,0,0,0
Inload,3152,FT,swalter1,12,12,0,0
Overload1,3164,FT,swalter1,12,0,0,0
Overload1,5729,FT,swillia3,12,0,0,0
Overload2,5730,FT,swillia3,12,0,0,0
Overload1,6917,FT,targuell,12,0,12,0
Overload2,5613,FT,targuell,12,0,12,0
Inload,6187,FT,tchorman,12,12,0,0
Overload1,6252,FT,tfoster,12,0,0,0
Overload2,9927,FT,tfoster,12,0,0,0
Overload3,6903,FT,tgitting,12,0,0,0
Overload1,8094,FT,tgitting,12,0,0,0
Inload,9828,FT,tgitting,12,12,0,0
Overload2,9831,FT,tgitting,12,0,0,0
Overload1,3764,FT,thutchi1,12,0,12,0
Inload,4216,FT,tnguyen,12,12,0,0
Overload1,4085,FT,tnguyen,12,0,12,0
Overload3,1055,FT,trios,6,0,0,0
Overload1,1015,FT,trios,12,0,0,0
Overload2,1016,FT,trios,12,0,0,0
Overload1,3960,FT,vadeyiga,4,0,0,0
Overload2,3961,FT,vadeyiga,4,0,0,0
Overload2,4732,FT,vaguilar,12,0,0,0
Overload3,4733,FT,vaguilar,12,0,0,0
Inload,4722,FT,vaguilar,12,12,0,0
Overload1,4723,FT,vaguilar,12,0,0,0
Inload,6951,FT,vbates,12,12,0,0
Overload1,6954,FT,vbates,12,0,12,0
Overload1,2953,FT,vcalderi,12,0,12,0
Overload2,2954,FT,vcalderi,12,0,12,0
Inload,6940,FT,vcalderi,12,12,0,0
Inload,5263,FT,vcastel1,12,12,0,0
Inload,5455,FT,vgrimes,12,12,0,0
Overload1,5609,FT,vgrimes,12,0,12,0
Overload2,9719,FT,vgrimes,12,0,12,0
Overload1,5918,FT,vhiggs,12,0,0,0
Overload2,5924,FT,vhiggs,12,0,0,0
Inload,4083,FT,vlivinsk,12,12,0,0
Overload1,10092,FT,vlivinsk,12,0,0,0
Overload1,6250,FT,vzusman,12,0,0,0
Overload2,9835,FT,vzusman,12,0,0,0
Inload,2235,FT,wandrews,18,18,0,0
Overload1,9872,FT,wandrews,18,0,0,0
Inload,3150,FT,wgoodwi1,12,12,0,0
Overload1,3161,FT,wgoodwi1,12,0,12,0
