CRSE_ID,CRSE_OFFER_NBR,SESSION_CODE,CLASS_SECTION,STRM,CLASS_NBR,SUBJECT,CATALOG_NBR,ORG_NAME,ORG_TYPE,CATEGORY,Start_Date,End_Date,InstructorID,CLASS_STAT,UPDATED
204144,1,1,66,2195,2631,MAT,1033,ONLN,VIRT,College Credit,20190513,20190802,1001716811,A,01:07.3
204144,1,6W2,115,2195,6070,MAT,1033,ONLN,VIRT,College Credit,20190624,20190802,1000074875,A,01:07.3
204144,1,6W2,63,2195,2655,MAT,1033,ONLN,VIRT,College Credit,20190624,20190802,1000062342,A,01:07.3
204144,1,6W2,64,2195,2656,MAT,1033,ONLN,VIRT,College Credit,20190624,20190802,1000007575,A,01:07.3
204144,1,6W2,68,2195,2657,MAT,1033,ONLN,VIRT,College Credit,20190624,20190802,1000038227,A,01:07.3
204144,1,8W2,185,2193,5877,MAT,1033,ONLN,VIRT,College Credit,20190311,20190503,0,T,01:07.3
204144,1,8W2,186,2193,5922,MAT,1033,ONLN,VIRT,College Credit,20190311,20190503,1000062342,A,01:07.3
204144,1,8W2,190,2193,5923,MAT,1033,ONLN,VIRT,College Credit,20190311,20190503,0,X,01:07.3
204258,1,1,15,2193,2281,QMB,2100L,ONLN,VIRT,College Credit,20190108,20190503,1000005652,A,01:07.3
204258,1,1,8,2195,1447,QMB,2100L,ONLN,VIRT,College Credit,20190513,20190802,0,T,01:07.3
204258,1,8W2,19,2193,10387,QMB,2100L,ONLN,VIRT,College Credit,20190311,20190503,0,T,01:07.3
204503,1,1,12,2193,6431,HLP,1081,ONLN,VIRT,College Credit,20190108,20190503,1000053635,A,01:07.3
204503,1,1,15,2193,6421,HLP,1081,ONLN,VIRT,College Credit,20190108,20190503,1000053635,A,01:07.3
204503,1,1,7,2195,2781,HLP,1081,ONLN,VIRT,College Credit,20190513,20190802,1000053635,A,01:07.3
204503,1,6W1,14,2195,4780,HLP,1081,ONLN,VIRT,College Credit,20190513,20190621,0,T,01:07.3
204503,1,6W2,11,2195,4296,HLP,1081,ONLN,VIRT,College Credit,20190624,20190802,0,T,01:07.3
204503,1,6W2,13,2195,4779,HLP,1081,ONLN,VIRT,College Credit,20190624,20190802,0,T,01:07.3
204592,1,1,3,2193,3431,ECO,2301,ONLN,VIRT,College Credit,20190108,20190503,1000051072,A,01:07.3
204596,1,1,103,2195,1645,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190802,1000053123,A,01:07.3
204596,1,1,104,2195,1646,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190802,1000070268,A,01:07.3
204596,1,1,109,2195,1647,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190802,1000055074,A,01:07.3
204596,1,1,110,2195,1648,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190802,1000064249,A,01:07.3
204596,1,1,116,2195,1650,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190802,1000008519,A,01:07.3
204596,1,1,155,2195,3516,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190802,1000030883,A,01:07.3
204596,1,1,156,2195,3517,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190802,1000053123,A,01:07.3
204596,1,1,157,2195,3518,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190802,1000070268,A,01:07.3
204596,1,1,158,2195,3519,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190802,1000055074,A,01:07.3
204596,1,1,159,2195,3520,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190802,1000064249,A,01:07.3
204596,1,1,161,2195,3522,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190802,1000008519,A,01:07.3
204596,1,1,184,2193,2784,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000030883,A,01:07.3
204596,1,1,185,2193,2785,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000030883,A,01:07.3
204596,1,1,186,2193,2786,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000053123,A,01:07.3
204596,1,1,187,2193,2787,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000070268,A,01:07.3
204596,1,1,190,2193,2788,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000043678,A,01:07.3
204596,1,1,191,2193,2789,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000069257,A,01:07.3
204596,1,1,192,2193,2790,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000076677,A,01:07.3
204596,1,1,193,2193,2791,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000055074,A,01:07.3
204596,1,1,194,2193,2792,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000055461,A,01:07.3
204596,1,1,195,2193,2793,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000064249,A,01:07.3
204596,1,1,196,2193,2794,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000063569,A,01:07.3
204596,1,1,197,2193,2795,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000076241,A,01:07.3
204596,1,1,198,2193,2796,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000008519,A,01:07.3
204596,1,1,199,2193,2797,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000065021,A,01:07.3
204596,1,1,200,2193,2798,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000047354,A,01:07.3
204596,1,1,201,2193,2799,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000074055,A,01:07.3
204596,1,1,202,2193,2800,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000063034,A,01:07.3
204596,1,1,203,2193,2801,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000053123,A,01:07.3
204596,1,1,207,2193,2802,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000070268,A,01:07.3
204596,1,1,208,2193,2803,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000043678,A,01:07.3
204596,1,1,213,2193,2804,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000069257,A,01:07.3
204596,1,1,230,2195,5991,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190802,1000032013,A,01:07.3
204596,1,1,231,2195,5992,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190802,1000032013,A,01:07.3
204596,1,1,232,2195,5993,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190802,1000047354,A,01:07.3
204596,1,1,233,2195,5994,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190802,1000047354,A,01:07.3
204596,1,1,234,2195,5995,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190802,1000063034,A,01:07.3
204596,1,1,235,2195,5996,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190802,1000063034,A,01:07.3
204596,1,1,236,2195,5997,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190802,1000037862,A,01:07.3
204596,1,1,237,2195,5998,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190802,1000037862,A,01:07.3
204596,1,1,270,2193,2960,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000070268,A,01:07.3
204596,1,1,272,2193,2951,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000064249,A,01:07.3
204596,1,1,273,2193,2952,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000063569,A,01:07.3
204596,1,1,274,2193,2953,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000076241,A,01:07.3
204596,1,1,276,2193,2954,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000008519,A,01:07.3
204596,1,1,281,2193,2947,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000069257,A,01:07.3
204596,1,1,286,2193,2945,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000070268,A,01:07.3
204596,1,1,287,2193,2944,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000053123,A,01:07.3
204596,1,1,288,2193,2942,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000030883,A,01:07.3
204596,1,1,289,2193,2943,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000030883,A,01:07.3
204596,1,1,292,2193,2946,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000043678,A,01:07.3
204596,1,1,296,2193,2950,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000055461,A,01:07.3
204596,1,1,301,2193,2955,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000065021,A,01:07.3
204596,1,1,302,2193,2956,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000047354,A,01:07.3
204596,1,1,303,2193,2957,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000074055,A,01:07.3
204596,1,1,304,2193,2958,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000063034,A,01:07.3
204596,1,1,305,2193,2959,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000053123,A,01:07.3
204596,1,1,306,2193,2948,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000076677,A,01:07.3
204596,1,1,309,2193,2961,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000043678,A,01:07.3
204596,1,1,312,2193,2962,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000069257,A,01:07.3
204596,1,1,314,2193,2992,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000064249,A,01:07.3
204596,1,1,315,2193,2994,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000064249,A,01:07.3
204596,1,1,316,2193,2949,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000055074,A,01:07.3
204596,1,1,371,2193,10265,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000063569,A,01:07.3
204596,1,1,372,2193,10266,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190503,1000063569,A,01:07.3
204596,1,1,98,2195,1644,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190802,1000030883,A,01:07.3
204596,1,6W1,100,2195,1670,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190621,1000043678,A,01:07.3
204596,1,6W1,101,2195,1671,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190621,1000063569,A,01:07.3
204596,1,6W1,105,2195,1672,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190621,1000065021,A,01:07.3
204596,1,6W1,106,2195,1673,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190621,1000073139,A,01:07.3
204596,1,6W1,112,2195,1674,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190621,1000062765,A,01:07.3
204596,1,6W1,115,2195,1703,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190621,1000074055,A,01:07.3
204596,1,6W1,164,2195,3523,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190621,1000017515,A,01:07.3
204596,1,6W1,165,2195,3524,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190621,1000043678,A,01:07.3
204596,1,6W1,166,2195,3525,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190621,1000063569,A,01:07.3
204596,1,6W1,167,2195,3526,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190621,1000065021,A,01:07.3
204596,1,6W1,168,2195,3527,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190621,1000073139,A,01:07.3
204596,1,6W1,169,2195,3528,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190621,1000062765,A,01:07.3
204596,1,6W1,175,2195,3530,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190621,1000074055,A,01:07.3
204596,1,6W1,99,2195,1669,CGS,1060C,ONLN,VIRT,College Credit,20190513,20190621,1000017515,A,01:07.3
204596,1,6W2,102,2195,1702,CGS,1060C,ONLN,VIRT,College Credit,20190624,20190802,1000064249,A,01:07.3
204596,1,6W2,107,2195,3529,CGS,1060C,ONLN,VIRT,College Credit,20190624,20190802,1000064249,A,01:07.3
204596,1,6W2,111,2195,1649,CGS,1060C,ONLN,VIRT,College Credit,20190624,20190802,1000053123,A,01:07.3
204596,1,6W2,160,2195,3521,CGS,1060C,ONLN,VIRT,College Credit,20190624,20190802,1000053123,A,01:07.3
204596,1,8W1,376,2193,10269,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190304,1000076791,A,01:07.3
204596,1,8W1,377,2193,10270,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190304,1000076791,A,01:07.3
204596,1,8W1,378,2193,10271,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190304,1000065021,A,01:07.3
204596,1,8W1,379,2193,10272,CGS,1060C,ONLN,VIRT,College Credit,20190108,20190304,1000065021,A,01:07.3
204596,1,8W2,214,2193,2805,CGS,1060C,ONLN,VIRT,College Credit,20190311,20190503,0,X,01:07.3
204596,1,8W2,269,2193,2963,CGS,1060C,ONLN,VIRT,College Credit,20190311,20190503,0,X,01:07.3
204596,1,8W2,373,2193,10267,CGS,1060C,ONLN,VIRT,College Credit,20190311,20190503,0,X,01:07.3
204596,1,8W2,375,2193,10268,CGS,1060C,ONLN,VIRT,College Credit,20190311,20190503,0,X,01:07.3
204596,1,8W2,381,2193,10274,CGS,1060C,ONLN,VIRT,College Credit,20190311,20190503,1000063034,A,01:07.3
204596,1,8W2,382,2193,10275,CGS,1060C,ONLN,VIRT,College Credit,20190311,20190503,1000076791,A,01:07.3
204596,1,8W2,383,2193,10276,CGS,1060C,ONLN,VIRT,College Credit,20190311,20190503,1000076791,A,01:07.3
204596,1,8W2,385,2193,10273,CGS,1060C,ONLN,VIRT,College Credit,20190311,20190503,1000063034,A,01:07.3
204662,1,1,12,2195,2536,MAC,1140,ONLN,VIRT,College Credit,20190513,20190802,1000039388,A,01:07.3
204662,1,1,13,2195,2537,MAC,1140,ONLN,VIRT,College Credit,20190513,20190802,1000032671,A,01:07.3
204662,1,1,20,2195,6051,MAC,1140,ONLN,VIRT,College Credit,20190513,20190802,1000055906,A,01:07.3
204662,1,1,22,2193,5620,MAC,1140,ONLN,VIRT,College Credit,20190108,20190503,1000039388,A,01:07.3
204662,1,1,23,2193,5621,MAC,1140,ONLN,VIRT,College Credit,20190108,20190503,1000039388,A,01:07.3
204662,1,8W2,37,2193,10340,MAC,1140,ONLN,VIRT,College Credit,20190311,20190503,0,X,01:07.3
204699,1,1,2,2193,2280,MKA,1041,ONLN,VIRT,College Credit,20190108,20190503,1000018768,A,01:07.3
204725,1,1,3,2193,2093,MKA,1021,ONLN,VIRT,College Credit,20190108,20190503,1000018768,A,01:07.3
204725,1,6W1,1,2195,6080,MKA,1021,ONLN,VIRT,College Credit,20190513,20190621,0,T,01:07.3
204725,1,6W2,2,2195,1397,MKA,1021,ONLN,VIRT,College Credit,20190624,20190802,0,T,01:07.3
204781,1,1,24,2195,3260,ISS,1120,ONLN,VIRT,College Credit,20190513,20190802,0,T,01:07.3
204781,1,1,25,2195,3259,ISS,1120,ONLN,VIRT,College Credit,20190513,20190802,0,T,01:07.3
204781,1,1,27,2195,3258,ISS,1120,ONLN,VIRT,College Credit,20190513,20190802,0,T,01:07.3
204781,1,1,54,2193,7892,ISS,1120,ONLN,VIRT,College Credit,20190108,20190503,1000000065,A,01:07.3
204781,1,1,55,2193,7893,ISS,1120,ONLN,VIRT,College Credit,20190108,20190503,1000000065,A,01:07.3
204781,1,1,56,2193,7894,ISS,1120,ONLN,VIRT,College Credit,20190108,20190503,1000000065,A,01:07.3
204781,1,1,58,2193,7895,ISS,1120,ONLN,VIRT,College Credit,20190108,20190503,1000000065,A,01:07.3
204781,1,1,59,2193,7896,ISS,1120,ONLN,VIRT,College Credit,20190108,20190503,1000035550,A,01:07.3
204781,1,1,63,2193,7897,ISS,1120,ONLN,VIRT,College Credit,20190108,20190503,1000021747,A,01:07.3
204781,1,1,84,2193,7977,ISS,1120,ONLN,VIRT,College Credit,20190108,20190503,1000058546,A,01:07.3
204781,1,6W1,26,2195,3281,ISS,1120,ONLN,VIRT,College Credit,20190513,20190621,0,T,01:07.3
204781,1,6W1,28,2195,3270,ISS,1120,ONLN,VIRT,College Credit,20190513,20190621,1000014745,A,01:07.3
204781,1,6W2,29,2195,3282,ISS,1120,ONLN,VIRT,College Credit,20190624,20190802,0,T,01:07.3
204781,1,6W2,48,2195,4783,ISS,1120,ONLN,VIRT,College Credit,20190624,20190802,0,T,01:07.3
204781,1,8W2,64,2193,7898,ISS,1120,ONLN,VIRT,College Credit,20190311,20190503,0,X,01:07.3
204781,1,8W2,88,2193,10329,ISS,1120,ONLN,VIRT,College Credit,20190311,20190503,1000054650,A,01:07.3
204781,1,8W2,89,2193,10330,ISS,1120,ONLN,VIRT,College Credit,20190311,20190503,0,X,01:07.3
204818,1,1,12,2195,3670,SPN,1120,ONLN,VIRT,College Credit,20190513,20190802,1000033708,A,01:07.3
204818,1,1,19,2195,4800,SPN,1120,ONLN,VIRT,College Credit,20190513,20190802,1000055234,A,01:07.3
204818,1,1,20,2195,6128,SPN,1120,ONLN,VIRT,College Credit,20190513,20190802,1000033708,A,01:07.3
204818,1,1,21,2195,6129,SPN,1120,ONLN,VIRT,College Credit,20190513,20190802,0,T,01:07.3
204818,1,1,22,2193,4920,SPN,1120,ONLN,VIRT,College Credit,20190108,20190503,1000033708,A,01:07.3
204818,1,1,27,2193,8684,SPN,1120,ONLN,VIRT,College Credit,20190108,20190503,1000010886,A,01:07.3
204818,1,1,29,2193,8685,SPN,1120,ONLN,VIRT,College Credit,20190108,20190503,1000055234,A,01:07.3
204818,1,1,30,2193,10400,SPN,1120,ONLN,VIRT,College Credit,20190108,20190503,1000033708,A,01:07.3
204818,1,1,31,2193,10401,SPN,1120,ONLN,VIRT,College Credit,20190108,20190503,1000031566,A,01:07.3
204818,1,1,33,2193,17010,SPN,1120,ONLN,VIRT,College Credit,20190108,20190503,1001711876,A,01:07.3
204825,1,1,18,2195,4801,SPN,1121,ONLN,VIRT,College Credit,20190513,20190802,0,T,01:07.3
204825,1,1,20,2195,6130,SPN,1121,ONLN,VIRT,College Credit,20190513,20190802,0,T,01:07.3
204825,1,1,21,2193,8711,SPN,1121,ONLN,VIRT,College Credit,20190108,20190503,1000019322,A,01:07.3
204825,1,1,21,2195,6131,SPN,1121,ONLN,VIRT,College Credit,20190513,20190802,0,T,01:07.3
204825,1,1,22,2193,8712,SPN,1121,ONLN,VIRT,College Credit,20190108,20190503,1000019322,A,01:07.3
204825,1,1,24,2193,8713,SPN,1121,ONLN,VIRT,College Credit,20190108,20190503,1000055234,A,01:07.3
204825,1,8W2,26,2193,10402,SPN,1121,ONLN,VIRT,College Credit,20190311,20190503,0,X,01:07.3
205026,1,1,21,2195,2413,MUL,2380,ONLN,VIRT,College Credit,20190513,20190802,0,T,01:07.3
205026,1,1,22,2195,2412,MUL,2380,ONLN,VIRT,College Credit,20190513,20190802,1000027863,A,01:07.3
205026,1,1,23,2195,2411,MUL,2380,ONLN,VIRT,College Credit,20190513,20190802,1000073846,A,01:07.3
205026,1,1,34,2195,6085,MUL,2380,ONLN,VIRT,College Credit,20190513,20190802,0,T,01:07.3
205026,1,1,35,2193,5309,MUL,2380,ONLN,VIRT,College Credit,20190108,20190503,1000010842,A,01:07.3
205026,1,1,41,2193,5308,MUL,2380,ONLN,VIRT,College Credit,20190108,20190503,1000073846,A,01:07.3
205026,1,8W2,43,2193,5310,MUL,2380,ONLN,VIRT,College Credit,20190311,20190503,1000027416,A,01:07.3
205043,1,1,1,2195,1362,GEB,2350,ONLN,VIRT,College Credit,20190513,20190802,1000033286,A,01:07.3
205043,1,1,4,2193,2105,GEB,2350,ONLN,VIRT,College Credit,20190108,20190503,1000065294,A,01:07.3
205257,1,1,11,2193,10366,MNA,1345,ONLN,VIRT,College Credit,20190108,20190503,1000005142,A,01:07.3
205257,1,1,16,2195,6082,MNA,1345,ONLN,VIRT,College Credit,20190513,20190802,0,T,01:07.3
205257,1,1,6,2193,8688,MNA,1345,ONLN,VIRT,College Credit,20190108,20190503,1000005142,A,01:07.3
205257,1,6W1,7,2195,4149,MNA,1345,ONLN,VIRT,College Credit,20190513,20190621,1000005142,A,01:07.3
205274,1,1,36,2193,1031,ACG,2021,ONLN,VIRT,College Credit,20190108,20190503,1000009985,A,01:07.3
205274,1,1,37,2193,1030,ACG,2021,ONLN,VIRT,College Credit,20190108,20190503,1000058444,A,01:07.3
205274,1,1,38,2193,1029,ACG,2021,ONLN,VIRT,College Credit,20190108,20190503,1000038695,A,01:07.3
205274,1,1,62,2193,1118,ACG,2021,ONLN,VIRT,College Credit,20190108,20190503,1000058444,A,01:07.3
205274,1,1,63,2193,1119,ACG,2021,ONLN,VIRT,College Credit,20190108,20190503,1000034659,A,01:07.3
205274,1,1,72,2193,10235,ACG,2021,ONLN,VIRT,College Credit,20190108,20190503,1000058444,A,01:07.3
205274,1,6W1,25,2195,1020,ACG,2021,ONLN,VIRT,College Credit,20190513,20190621,0,T,01:07.3
205274,1,6W1,26,2195,1018,ACG,2021,ONLN,VIRT,College Credit,20190513,20190621,0,T,01:07.3
205274,1,6W1,27,2195,1017,ACG,2021,ONLN,VIRT,College Credit,20190513,20190621,1000009985,A,01:07.3
205274,1,6W1,48,2195,5966,ACG,2021,ONLN,VIRT,College Credit,20190513,20190621,0,T,01:07.3
205274,1,6W1,49,2195,5967,ACG,2021,ONLN,VIRT,College Credit,20190513,20190621,0,T,01:07.3
205275,1,1,14,2193,1006,ACG,2021L,ONLN,VIRT,College Credit,20190108,20190503,1000029371,A,01:07.3
205275,1,1,15,2193,1007,ACG,2021L,ONLN,VIRT,College Credit,20190108,20190503,1000029371,A,01:07.3
205275,1,1,17,2193,1125,ACG,2021L,ONLN,VIRT,College Credit,20190108,20190503,1000034659,A,01:07.3
205275,1,1,27,2193,1124,ACG,2021L,ONLN,VIRT,College Credit,20190108,20190503,1000029371,A,01:07.3
205275,1,1,89,2193,10236,ACG,2021L,ONLN,VIRT,College Credit,20190108,20190503,1000034659,A,01:07.3
205275,1,6W1,10,2195,1057,ACG,2021L,ONLN,VIRT,College Credit,20190513,20190621,1000029371,A,01:07.3
205275,1,6W1,11,2195,1058,ACG,2021L,ONLN,VIRT,College Credit,20190513,20190621,1000029371,A,01:07.3
205275,1,6W1,50,2195,5968,ACG,2021L,ONLN,VIRT,College Credit,20190513,20190621,1000029371,A,01:07.3
205275,1,6W1,51,2195,5969,ACG,2021L,ONLN,VIRT,College Credit,20190513,20190621,0,T,01:07.3
205275,1,8W2,90,2193,10237,ACG,2021L,ONLN,VIRT,College Credit,20190311,20190503,0,X,01:07.3
205275,1,8W2,91,2193,10238,ACG,2021L,ONLN,VIRT,College Credit,20190311,20190503,0,X,01:07.3
205380,1,1,1,2195,5984,BSC,2085L,ONLN,VIRT,College Credit,20190513,20190802,0,T,01:07.3
205380,1,1,109,2193,2011,BSC,2085L,ONLN,VIRT,College Credit,20190108,20190503,1000043377,A,01:07.3
205380,1,1,128,2193,8810,BSC,2085L,ONLN,VIRT,College Credit,20190108,20190503,1000058853,A,01:07.3
205380,1,1,41,2195,1169,BSC,2085L,ONLN,VIRT,College Credit,20190513,20190802,0,T,01:07.3
205380,1,1,42,2195,1168,BSC,2085L,ONLN,VIRT,College Credit,20190513,20190802,0,T,01:07.3
205380,1,1,43,2195,1167,BSC,2085L,ONLN,VIRT,College Credit,20190513,20190802,0,T,01:07.3
205380,1,1,81,2193,1659,BSC,2085L,ONLN,VIRT,College Credit,20190108,20190503,1000038325,A,01:07.3
205380,1,1,83,2193,1661,BSC,2085L,ONLN,VIRT,College Credit,20190108,20190503,1000058853,A,01:07.3
205380,1,1,84,2193,1662,BSC,2085L,ONLN,VIRT,College Credit,20190108,20190503,1002210364,A,01:07.3
205380,1,1,85,2193,1663,BSC,2085L,ONLN,VIRT,College Credit,20190108,20190503,1000058853,A,01:07.3
205380,1,8W2,105,2193,10248,BSC,2085L,ONLN,VIRT,College Credit,20190311,20190503,0,X,01:07.3
205380,1,8W2,107,2193,10249,BSC,2085L,ONLN,VIRT,College Credit,20190311,20190503,0,X,01:07.3
205380,1,8W2,82,2193,1660,BSC,2085L,ONLN,VIRT,College Credit,20190311,20190503,1000039629,A,01:07.3
205382,1,1,28,2195,1223,BSC,2086L,ONLN,VIRT,College Credit,20190513,20190802,0,T,01:07.3
205382,1,1,29,2195,1222,BSC,2086L,ONLN,VIRT,College Credit,20190513,20190802,0,T,01:07.3
205382,1,1,30,2195,1221,BSC,2086L,ONLN,VIRT,College Credit,20190513,20190802,1000059369,A,01:07.3
205382,1,1,55,2193,1720,BSC,2086L,ONLN,VIRT,College Credit,20190108,20190503,1000061986,A,01:07.3
205382,1,1,56,2193,1721,BSC,2086L,ONLN,VIRT,College Credit,20190108,20190503,1000061986,A,01:07.3
205382,1,1,57,2193,1722,BSC,2086L,ONLN,VIRT,College Credit,20190108,20190503,1000059369,A,01:07.3
205382,1,1,59,2193,1723,BSC,2086L,ONLN,VIRT,College Credit,20190108,20190503,1000059369,A,01:07.3
205382,1,1,60,2193,1724,BSC,2086L,ONLN,VIRT,College Credit,20190108,20190503,1000059369,A,01:07.3
205382,1,1,61,2193,1725,BSC,2086L,ONLN,VIRT,College Credit,20190108,20190503,1002210364,A,01:07.3
205382,1,1,66,2195,5986,BSC,2086L,ONLN,VIRT,College Credit,20190513,20190802,0,T,01:07.3
205382,1,8W2,94,2193,10252,BSC,2086L,ONLN,VIRT,College Credit,20190311,20190503,0,X,01:07.3
205382,1,8W2,95,2193,10253,BSC,2086L,ONLN,VIRT,College Credit,20190311,20190503,0,X,01:07.3
206043,1,1,33,2193,10391,SLS,1505,ONLN,VIRT,College Credit,20190108,20190503,1000009900,A,01:07.3
206043,1,6W1,10,2195,3457,SLS,1505,ONLN,VIRT,College Credit,20190513,20190621,1000044417,A,01:07.3
206043,1,6W1,11,2195,3456,SLS,1505,ONLN,VIRT,College Credit,20190513,20190621,1000044417,A,01:07.3
206043,1,6W1,12,2195,3455,SLS,1505,ONLN,VIRT,College Credit,20190513,20190621,1000044417,A,01:07.3
206043,1,6W2,19,2195,6119,SLS,1505,ONLN,VIRT,College Credit,20190624,20190802,0,T,01:07.3
206043,1,6W2,20,2195,6120,SLS,1505,ONLN,VIRT,College Credit,20190624,20190802,0,T,01:07.3
206043,1,8W1,20,2193,8331,SLS,1505,ONLN,VIRT,College Credit,20190108,20190304,1000009900,A,01:07.3
206043,1,8W1,22,2193,8332,SLS,1505,ONLN,VIRT,College Credit,20190108,20190304,1000041965,A,01:07.3
206043,1,8W2,23,2193,8340,SLS,1505,ONLN,VIRT,College Credit,20190311,20190503,1000009900,A,01:07.3
206043,1,8W2,31,2193,8807,SLS,1505,ONLN,VIRT,College Credit,20190311,20190503,1000041965,A,01:07.3
206043,1,8W2,32,2193,10390,SLS,1505,ONLN,VIRT,College Credit,20190311,20190503,0,X,01:07.3
206045,1,1,5,2193,10466,TAX,2010,ONLN,VIRT,College Credit,20190108,20190503,1000038527,A,01:07.3
206045,1,6W1,3,2195,5335,TAX,2010,ONLN,VIRT,College Credit,20190513,20190621,1000038527,A,01:07.3
206110,1,1,143,2193,10403,STA,2023,ONLN,VIRT,College Credit,20190108,20190503,1000054393,A,01:07.3
206110,1,1,144,2193,10404,STA,2023,ONLN,VIRT,College Credit,20190108,20190503,1000075160,A,01:07.3
206110,1,1,146,2193,10406,STA,2023,ONLN,VIRT,College Credit,20190108,20190503,1000018295,A,01:07.3
206110,1,1,47,2195,2473,STA,2023,ONLN,VIRT,College Credit,20190513,20190802,1000005814,A,01:07.3
206110,1,1,48,2195,2474,STA,2023,ONLN,VIRT,College Credit,20190513,20190802,1000005814,A,01:07.3
