CourseID,ReferenceNumber,EnrollEnd,CourseStart,CourseEnd,TermYear,SchoolTerm,TermChoiceID,TuitionIS,GSFIS,TuitionOS,GSFOS,Title,InstructorName,CourseAvailability,FormatChoiceID,CourseType,DeliveryID,VisitRequired,TechRequirements,OtherConsiderations,SynchronousMeetingsRequired,ScheduleNotes,RegistrationStatus
263,6354,5/9/2021,5/10/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,General Ed Earth Sci,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
263,6359,5/9/2021,5/10/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,General Ed Earth Sci,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
263,6360,5/9/2021,5/10/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,General Ed Earth Sci,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
263,6365,6/20/2021,6/21/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,General Ed Earth Sci,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
263,6366,6/20/2021,6/21/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,General Ed Earth Sci,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
263,6355,5/9/2021,5/10/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,General Ed Earth Sci,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
263,6356,5/9/2021,5/10/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,General Ed Earth Sci,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
263,6357,5/9/2021,5/10/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,General Ed Earth Sci,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
263,6358,5/9/2021,5/10/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,General Ed Earth Sci,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
263,6367,6/20/2021,6/21/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,General Ed Earth Sci,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
263,6368,6/20/2021,6/21/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,General Ed Earth Sci,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
263,6361,5/9/2021,5/10/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,General Ed Earth Sci,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
263,6362,5/9/2021,5/10/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,General Ed Earth Sci,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
263,6363,5/9/2021,5/10/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,General Ed Earth Sci,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
263,6364,6/20/2021,6/21/2021,7/30/2021,2021,Summer,76,389.67,45,1607.91,45,General Ed Earth Sci,TBA,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
264,4061,5/9/2021,5/10/2021,6/18/2021,2021,Summer,76,129.89,15,535.97,15,Fye Seminar,Michelle Riley,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
264,4062,5/9/2021,5/10/2021,6/18/2021,2021,Summer,76,129.89,15,535.97,15,Fye Seminar,Sabrina Walters,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
264,4854,5/9/2021,5/10/2021,6/18/2021,2021,Summer,76,129.89,15,535.97,15,Fye Seminar,Jasmine Diaz,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
264,4855,5/9/2021,5/10/2021,6/18/2021,2021,Summer,76,129.89,15,535.97,15,Fye Seminar,Grisselle Principe,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
264,4856,5/9/2021,5/10/2021,6/18/2021,2021,Summer,76,129.89,15,535.97,15,Fye Seminar,Suzanne Cruz,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
264,4857,6/20/2021,6/21/2021,7/30/2021,2021,Summer,76,129.89,15,535.97,15,Fye Seminar,Sabrina Walters,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
264,6599,5/9/2021,5/10/2021,6/18/2021,2021,Summer,76,129.89,15,535.97,15,Fye Seminar,Suzanne Cruz,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
264,6600,5/9/2021,5/10/2021,6/18/2021,2021,Summer,76,129.89,15,535.97,15,Fye Seminar,Jasmine Diaz,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
264,6601,6/20/2021,6/21/2021,7/30/2021,2021,Summer,76,129.89,15,535.97,15,Fye Seminar,Grisselle Principe,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
264,6602,6/20/2021,6/21/2021,7/30/2021,2021,Summer,76,129.89,15,535.97,15,Fye Seminar,Suzanne Cruz,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
264,6603,6/20/2021,6/21/2021,7/30/2021,2021,Summer,76,129.89,15,535.97,15,Fye Seminar,Suzanne Cruz,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
264,6604,6/20/2021,6/21/2021,7/30/2021,2021,Summer,76,129.89,15,535.97,15,Fye Seminar,Margaret Shippey,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
264,6596,5/9/2021,5/10/2021,6/18/2021,2021,Summer,76,129.89,15,535.97,15,Fye Seminar,Trinidad Arguelles,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
264,6597,5/9/2021,5/10/2021,6/18/2021,2021,Summer,76,129.89,15,535.97,15,Fye Seminar,Michelle Riley,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
