CourseID,ReferenceNumber,EnrollEnd,CourseStart,CourseEnd,TermYear,SchoolTerm,TermChoiceID,TuitionIS,GSFIS,TuitionOS,GSFOS,Title,InstructorName,CourseAvailability,FormatChoiceID,CourseType,DeliveryID,VisitRequired,TechRequirements,OtherConsiderations,SynchronousMeetingsRequired,ScheduleNotes,RegistrationStatus
59,4673,8/25/2019,8/26/2019,12/20/2019,2020,Spring,72,389.67,45,1607.91,45,Writing Level 6,Irasema Fernandez,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
60,4543,8/25/2019,8/26/2019,12/20/2019,2020,Spring,72,129.89,15,535.97,15,Writing Level 6 Lab,Irasema Fernandez,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
61,4492,8/25/2019,8/26/2019,12/20/2019,2020,Spring,72,389.67,45,1607.91,45,Grammar Level 6,Walter Kozloski,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
62,3393,8/25/2019,8/26/2019,12/20/2019,2020,Spring,72,389.67,45,1607.91,45,Prin/Economics-Macro,Ana Corrales,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
62,3394,8/25/2019,8/26/2019,12/20/2019,2020,Spring,72,389.67,45,1607.91,45,Prin/Economics-Macro,Ana Corrales,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
62,3395,8/25/2019,8/26/2019,12/20/2019,2020,Spring,72,389.67,45,1607.91,45,Prin/Economics-Macro,Ana Corrales,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
62,3396,8/25/2019,8/26/2019,12/20/2019,2020,Spring,72,389.67,45,1607.91,45,Prin/Economics-Macro,Francisco Larios,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
62,3397,8/25/2019,8/26/2019,12/20/2019,2020,Spring,72,389.67,45,1607.91,45,Prin/Economics-Macro,Ana Corrales,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
62,3398,8/25/2019,8/26/2019,12/20/2019,2020,Spring,72,389.67,45,1607.91,45,Prin/Economics-Macro,Daniel Murgo,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
62,3399,8/25/2019,8/26/2019,12/20/2019,2020,Spring,72,389.67,45,1607.91,45,Prin/Economics-Macro,Carlos Morales,3,9,1,1,F,High Speed Internet - MS Office,Contact instructor for further information.,F,None,1
